instruction,answer,text,entity1,entity2,label
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Therefore, when <e1>INDOCIN</e1> and <e2>INDOCIN</e2>.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为INDOCIN</e1_current>，<e2_current>为INDOCIN</e2_current>；文本中与二者相关的描述为""Therefore, when <e1>INDOCIN</e1> and <e2>INDOCIN</e2>.""，符合false类型的定义。","Therefore, when <e1>INDOCIN</e1> and <e2>INDOCIN</e2>.",INDOCIN,INDOCIN,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Probenecid</e1>: <e2>Probenecid</e2> slows the renal elimination of lome-floxacin.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Probenecid</e1_current>，<e2_current>为Probenecid</e2_current>；文本中与二者相关的描述为""<e1>Probenecid</e1>: <e2>Probenecid</e2> slows the renal elimination of lome-floxacin.""，符合false类型的定义。",<e1>Probenecid</e1>: <e2>Probenecid</e2> slows the renal elimination of lome-floxacin.,Probenecid,Probenecid,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Drug Interactions: <e1_current>Flupenthixol</e1_current> may interact with some drugs, like [其他药物] (<e2_current>MAOI</e2_current>): <e2_current>MAOI</e2_current> could theoretically affect flupenthixol pharmacodynamics - Arecoline - Eproxindine - Ethanol: <e1_current>Flupenthixol</e1_current> and Ethanol cause additive CNS depression - Tricyclic antidepressants: <e1_current>Flupenthixol</e1_current> increases the effect of Tricyclic antidepressants
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：int
判断依据：<e1_current>为Flupenthixol</e1_current>，<e2_current>为MAOI</e2_current>；文本中与二者相关的描述为""Drug Interactions: <e1_current>Flupenthixol</e1_current> may interact with some drugs, like [其他药物] (...""，符合int类型的定义。","Drug Interactions: <e1_current>Flupenthixol</e1_current> may interact with some drugs, like [其他药物] (<e2_current>MAOI</e2_current>): <e2_current>MAOI</e2_current> could theoretically affect flupenthixol pharmacodynamics - Arecoline - Eproxindine - Ethanol: <e1_current>Flupenthixol</e1_current> and Ethanol cause additive CNS depression - Tricyclic antidepressants: <e1_current>Flupenthixol</e1_current> increases the effect of Tricyclic antidepressants",Flupenthixol,MAOI,int
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：As with other <e1>cephalosporins</e1>, high concentrations of <e2>cefotetan</e2> may interfere with measurement of serum and urine creatinine levels by Jaffe  reaction and produce false increases in the levels of creatinine reported.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为cephalosporins</e1_current>，<e2_current>为cefotetan</e2_current>；文本中与二者相关的描述为""As with other <e1>cephalosporins</e1>, high concentrations of <e2>cefotetan</e2> may interfere with ...""，符合false类型的定义。","As with other <e1>cephalosporins</e1>, high concentrations of <e2>cefotetan</e2> may interfere with measurement of serum and urine creatinine levels by Jaffe  reaction and produce false increases in the levels of creatinine reported.",cephalosporins,cefotetan,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Since there have been conflicting results regarding the effect of digoxin levels, it is recommended that <e1>digoxin</e1> levels be monitored when initiating, adjusting, and discontinuing <e2>diltiazem hydrochloride</e2> therapy to avoid possible over- or under-digitalization.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：advise
判断依据：<e1_current>为digoxin</e1_current>，<e2_current>为diltiazem hydrochloride</e2_current>；文本中与二者相关的描述为""Since there have been conflicting results regarding the effect of digoxin levels, it is recommended ...""，符合advise类型的定义。","Since there have been conflicting results regarding the effect of digoxin levels, it is recommended that <e1>digoxin</e1> levels be monitored when initiating, adjusting, and discontinuing <e2>diltiazem hydrochloride</e2> therapy to avoid possible over- or under-digitalization.",digoxin,diltiazem hydrochloride,advise
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Co-administration of <e1_current>MYOBLOC</e1_current> and [其他药物] or other agents interfering with neuromuscular transmission (e.g., <e2_current>curare-like compounds</e2_current>) should only be performed with caution as the effect of the toxin may be potentiated.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：advise
判断依据：<e1_current>为MYOBLOC</e1_current>，<e2_current>为curare-like compounds</e2_current>；文本中与二者相关的描述为""Co-administration of <e1_current>MYOBLOC</e1_current> and [其他药物] or other agents interfering with ne...""，符合advise类型的定义。","Co-administration of <e1_current>MYOBLOC</e1_current> and [其他药物] or other agents interfering with neuromuscular transmission (e.g., <e2_current>curare-like compounds</e2_current>) should only be performed with caution as the effect of the toxin may be potentiated.",MYOBLOC,curare-like compounds,advise
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：The interaction between <e1>lomefloxacin</e1> and <e2>cimetidine</e2> has not been studied.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为lomefloxacin</e1_current>，<e2_current>为cimetidine</e2_current>；文本中与二者相关的描述为""The interaction between <e1>lomefloxacin</e1> and <e2>cimetidine</e2> has not been studied.""，符合false类型的定义。",The interaction between <e1>lomefloxacin</e1> and <e2>cimetidine</e2> has not been studied.,lomefloxacin,cimetidine,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Olanzapine</e1>: Coadministration of <e2>eszopiclone</e2> 3 mg and olanzapine 10 mg produced a decrease in DSST scores.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Olanzapine</e1_current>，<e2_current>为eszopiclone</e2_current>；文本中与二者相关的描述为""<e1>Olanzapine</e1>: Coadministration of <e2>eszopiclone</e2> 3 mg and olanzapine 10 mg produced a d...""，符合false类型的定义。",<e1>Olanzapine</e1>: Coadministration of <e2>eszopiclone</e2> 3 mg and olanzapine 10 mg produced a decrease in DSST scores.,Olanzapine,eszopiclone,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1_current>Eprosartan</e1_current> has been shown to have no effect on the pharmacokinetics of <e2_current>digoxin</e2_current> and the pharmacodynamics of warfarin and glyburide.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Eprosartan</e1_current>，<e2_current>为digoxin</e2_current>；文本中与二者相关的描述为""<e1_current>Eprosartan</e1_current> has been shown to have no effect on the pharmacokinetics of <e2_...""，符合false类型的定义。",<e1_current>Eprosartan</e1_current> has been shown to have no effect on the pharmacokinetics of <e2_current>digoxin</e2_current> and the pharmacodynamics of warfarin and glyburide.,Eprosartan,digoxin,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1_current>Amitriptyline</e1_current> in combination with <e2_current>clonidine</e2_current> enhances the manifestation of corneal lesions in rats Epidural Injection Clonidine may potentiate the CNS-depressive effect of alcohol, barbiturates or other sedating drugs.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：effect
判断依据：<e1_current>为Amitriptyline</e1_current>，<e2_current>为clonidine</e2_current>；文本中与二者相关的描述为""<e1_current>Amitriptyline</e1_current> in combination with <e2_current>clonidine</e2_current> enhanc...""，符合effect类型的定义。","<e1_current>Amitriptyline</e1_current> in combination with <e2_current>clonidine</e2_current> enhances the manifestation of corneal lesions in rats Epidural Injection Clonidine may potentiate the CNS-depressive effect of alcohol, barbiturates or other sedating drugs.",Amitriptyline,clonidine,effect
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：These results would seem to dictate against the clinical use of <e1>methotrexate</e1> with ELSPAR, or during the period following <e2>ELSPAR</e2> therapy when plasma asparagine levels are below normal.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为methotrexate</e1_current>，<e2_current>为ELSPAR</e2_current>；文本中与二者相关的描述为""These results would seem to dictate against the clinical use of <e1>methotrexate</e1> with ELSPAR, o...""，符合false类型的定义。","These results would seem to dictate against the clinical use of <e1>methotrexate</e1> with ELSPAR, or during the period following <e2>ELSPAR</e2> therapy when plasma asparagine levels are below normal.",methotrexate,ELSPAR,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：There was no significant difference in the pharmacodynamic effect of warfarin administered alone and <e1>warfarin</e1> administered with <e2>Lodine</e2> as measured by prothrombin time.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为warfarin</e1_current>，<e2_current>为Lodine</e2_current>；文本中与二者相关的描述为""There was no significant difference in the pharmacodynamic effect of warfarin administered alone and...""，符合false类型的定义。",There was no significant difference in the pharmacodynamic effect of warfarin administered alone and <e1>warfarin</e1> administered with <e2>Lodine</e2> as measured by prothrombin time.,warfarin,Lodine,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：however, it adversely affected response duration suggesting that <e1>pyridoxine</e1> should not be administered with HEXALEN and/or <e2>cisplatin</e2>.1
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：advise
判断依据：<e1_current>为pyridoxine</e1_current>，<e2_current>为cisplatin</e2_current>；文本中与二者相关的描述为""however, it adversely affected response duration suggesting that <e1>pyridoxine</e1> should not be a...""，符合advise类型的定义。","however, it adversely affected response duration suggesting that <e1>pyridoxine</e1> should not be administered with HEXALEN and/or <e2>cisplatin</e2>.1",pyridoxine,cisplatin,advise
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：In healthy volunteers, the pharmacokinetics of a 1-mg dose of butorphanol administered as <e1>STADOL NS</e1> were not affected by the coadministration of a single 6-mg subcutaneous dose of <e2>sumatriptan</e2>.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为STADOL NS</e1_current>，<e2_current>为sumatriptan</e2_current>；文本中与二者相关的描述为""In healthy volunteers, the pharmacokinetics of a 1-mg dose of butorphanol administered as <e1>STADOL...""，符合false类型的定义。","In healthy volunteers, the pharmacokinetics of a 1-mg dose of butorphanol administered as <e1>STADOL NS</e1> were not affected by the coadministration of a single 6-mg subcutaneous dose of <e2>sumatriptan</e2>.",STADOL NS,sumatriptan,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：In vitro mixing of an <e1_current>aminoglycoside</e1_current> with beta-lactamtype [其他药物] (penicillins or <e2_current>cephalosporins</e2_current>) may result in a significant mutual inactivation.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：effect
判断依据：<e1_current>为aminoglycoside</e1_current>，<e2_current>为cephalosporins</e2_current>；文本中与二者相关的描述为""In vitro mixing of an <e1_current>aminoglycoside</e1_current> with beta-lactamtype [其他药物] (penicilli...""，符合effect类型的定义。",In vitro mixing of an <e1_current>aminoglycoside</e1_current> with beta-lactamtype [其他药物] (penicillins or <e2_current>cephalosporins</e2_current>) may result in a significant mutual inactivation.,aminoglycoside,cephalosporins,effect
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1_current>Meperidine</e1_current>: <e2_current>Amphetamines</e2_current> potentiate the analgesic effect of meperidine.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Meperidine</e1_current>，<e2_current>为Amphetamines</e2_current>；文本中与二者相关的描述为""<e1_current>Meperidine</e1_current>: <e2_current>Amphetamines</e2_current> potentiate the analgesic ...""，符合false类型的定义。",<e1_current>Meperidine</e1_current>: <e2_current>Amphetamines</e2_current> potentiate the analgesic effect of meperidine.,Meperidine,Amphetamines,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Effect of <e1>AEDs</e1> in Pediatric Patients There was about a 22% increase of apparent total body clearance of <e2>levetiracetam</e2> when it was co-administered with enzyme-inducing AEDs.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为AEDs</e1_current>，<e2_current>为levetiracetam</e2_current>；文本中与二者相关的描述为""Effect of <e1>AEDs</e1> in Pediatric Patients There was about a 22% increase of apparent total body ...""，符合false类型的定义。",Effect of <e1>AEDs</e1> in Pediatric Patients There was about a 22% increase of apparent total body clearance of <e2>levetiracetam</e2> when it was co-administered with enzyme-inducing AEDs.,AEDs,levetiracetam,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Bromocriptine mesylate</e1> may interact with dopamine antagonists, <e2>butyrophenones</e2>, and certain other agents.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：int
判断依据：<e1_current>为Bromocriptine mesylate</e1_current>，<e2_current>为butyrophenones</e2_current>；文本中与二者相关的描述为""<e1>Bromocriptine mesylate</e1> may interact with dopamine antagonists, <e2>butyrophenones</e2>, and...""，符合int类型的定义。","<e1>Bromocriptine mesylate</e1> may interact with dopamine antagonists, <e2>butyrophenones</e2>, and certain other agents.",Bromocriptine mesylate,butyrophenones,int
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1>Somatrem</e1>/Somatropin: Excessive concurrent use of <e2>thyroid hormone</e2> may accelerate epiphyseal closure.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：false
判断依据：<e1_current>为Somatrem</e1_current>，<e2_current>为thyroid hormone</e2_current>；文本中与二者相关的描述为""<e1>Somatrem</e1>/Somatropin: Excessive concurrent use of <e2>thyroid hormone</e2> may accelerate ep...""，符合false类型的定义。",<e1>Somatrem</e1>/Somatropin: Excessive concurrent use of <e2>thyroid hormone</e2> may accelerate epiphyseal closure.,Somatrem,thyroid hormone,false
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：Hypersensitivity Reactions: Patients with a history of severe hypersensitivity reactions to products containing Cremophor  EL (eg, cyclosporin for injection concentrate and <e1>teniposide</e1> for injection concentrate) should not be treated with <e2>TAXOL</e2>.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：advise
判断依据：<e1_current>为teniposide</e1_current>，<e2_current>为TAXOL</e2_current>；文本中与二者相关的描述为""Hypersensitivity Reactions: Patients with a history of severe hypersensitivity reactions to products...""，符合advise类型的定义。","Hypersensitivity Reactions: Patients with a history of severe hypersensitivity reactions to products containing Cremophor  EL (eg, cyclosporin for injection concentrate and <e1>teniposide</e1> for injection concentrate) should not be treated with <e2>TAXOL</e2>.",teniposide,TAXOL,advise
"任务：作为医疗文本分析模型，请从以下文本中，判断<e1_current>和<e2_current>所指药物/药物类别之间的DDI（药物-药物相互作用）关系类型。
文本：<e1_current>Anticoagulants</e1_current> including coumarin derivatives, indandione derivatives, and [其他药物] such as nonsteroidal anti-inflammatory drugs (NSAIDs), and aspirin may increase the risk of bleeding when administered concomitantly with <e2_current>ardeparin</e2_current>.
已知DDI关系类型定义：- false：文本未提及<e1>与<e2>的相互作用，或仅提及二者与其他药物的作用
- mechanism：文本描述<e1>与<e2>联用的作用机制（如代谢途径、靶点关联）
- effect：文本明确描述<e1>与<e2>联用后产生的具体生理效果（如不良反应、功能变化）
- advise：文本未直接描述已发生的效果，仅建议关注<e1>与<e2>联用的潜在风险
- int：文本提及<e1>与<e2>存在相互作用，但未明确机制或效果
要求：1. 先输出明确的关系类型；2. 再说明判断依据（需包含<e1_current>和<e2_current>的具体名称，及文本中支持该关系的关键语句）。","关系类型：effect
判断依据：<e1_current>为Anticoagulants</e1_current>，<e2_current>为ardeparin</e2_current>；文本中与二者相关的描述为""<e1_current>Anticoagulants</e1_current> including coumarin derivatives, indandione derivatives, and ...""，符合effect类型的定义。","<e1_current>Anticoagulants</e1_current> including coumarin derivatives, indandione derivatives, and [其他药物] such as nonsteroidal anti-inflammatory drugs (NSAIDs), and aspirin may increase the risk of bleeding when administered concomitantly with <e2_current>ardeparin</e2_current>.",Anticoagulants,ardeparin,effect
